ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i,fracDev_i
1.14839,0.802103,1.252008,1.527348,4.078371,1.831617,0.5258422,0.7994843
1.833632,1.164234,1.631018,1.999521,4.478406,1.970454,0.902571,1.0
1.869818,0.9506512,1.380163,1.722937,5.030181,2.128733,0.3272235,1.0
2.037975,0.9357224,1.337137,1.686331,3.720791,1.707583,0.7070915,1.0
1.287163,0.6377182,0.9805946,1.207035,7.344543,3.514208,0.5985736,0.3921314
1.861349,0.8615055,1.241329,1.55274,3.007773,1.314039,0.7737553,0.8996568
1.909569,0.8560228,1.253194,1.591528,6.390392,2.449526,0.5346718,1.0
1.266535,0.5733471,0.9682045,1.231014,5.654355,2.575851,0.3107405,0.0459171
1.685257,1.35441,1.840925,2.178585,4.025233,1.747265,0.8474218,0.9964883
1.741001,0.9050713,1.305025,1.62393,3.897599,1.728639,0.3121385,0.623477
1.765802,0.8997936,1.279964,1.607704,2.139075,1.029354,0.4896377,0.651273
1.332706,1.770033,2.56423,3.042393,1.97931,1.042499,0.3213128,0.6333416
5.068056,1.799297,2.622374,3.006197,3.423143,1.431755,0.8499706,0.9014949
1.011961,1.829067,2.650984,2.83271,3.225934,1.28458,0.7892876,0.8864602
1.397861,0.759655,1.151396,1.487218,5.06038,2.432855,0.4087009,0.09241625
2.114527,1.111416,1.556866,1.881702,5.020473,2.170711,0.629109,1.0
1.953352,1.681131,2.410179,2.823181,4.6524,2.039513,0.9423219,1.0
1.932566,0.8673401,1.276695,1.601418,5.070807,2.169831,0.7241849,1.0
0.679491,1.376293,2.131441,2.434258,3.502762,1.568851,0.811264,0.4362898
1.023106,0.3922577,0.6941319,0.8011093,4.107931,1.997665,0.8206663,0.1584288
1.273865,0.6670761,1.027313,1.243162,3.444192,1.600361,0.7827098,0.6631671
1.122471,0.4080811,0.6830902,0.8020954,7.11131,3.430013,0.585613,0.1282386
1.325953,2.357817,2.950205,3.319761,5.622249,1.980147,0.6535879,1.0
1.880678,0.8866882,1.293905,1.602699,3.346501,1.436463,0.4112127,1.0
1.19154,1.136896,1.867073,2.139547,5.13577,1.972704,0.6541891,0.9488763
3.538847,1.779652,2.388556,2.746742,4.028161,1.743692,0.5605694,0.7016422
1.998842,1.856558,2.485594,2.878962,2.729255,1.169029,0.8273824,1.0
3.192678,1.9072,2.52533,2.821419,2.800389,1.340911,0.6999978,1.0
1.579285,1.789177,2.395494,2.635534,4.148983,1.969362,0.8816401,1.0
5.050749,1.947069,2.511921,2.924814,4.862064,2.192236,0.7077518,1.0
1.259846,1.660057,2.51819,3.190905,9.75863,2.863313,0.6138327,1.0
2.18792,1.717714,2.600849,3.116062,4.628719,1.7598,0.6803414,1.0
1.30006,0.6377926,0.9815235,1.157852,4.250074,2.016531,0.3852715,0.0
1.465374,0.7168427,1.164438,1.554252,16.08615,7.128475,0.1479976,0.001896885
1.682732,0.9635067,1.424347,1.828508,4.626299,2.001077,0.3588366,1.0
2.562284,1.727339,2.32798,2.772478,3.406788,1.560784,0.7430683,0.8108596
4.984938,1.82844,2.505804,2.813482,2.406214,1.121882,0.9712463,0.9151688
2.960917,1.671816,2.447111,2.994097,3.812067,1.564439,0.8745269,0.8011147
1.628267,0.919714,1.372366,1.704304,4.224807,1.91019,0.4895462,0.8821368
1.587978,0.8029652,1.233612,1.574725,4.687251,1.886243,0.6896666,1.0
1.666306,0.7030392,1.056812,1.331036,3.006947,1.35224,0.3127267,0.856859
1.815716,0.8221502,1.226834,1.543269,6.477373,2.864765,0.7331912,1.0
1.895067,1.872616,2.494087,2.882952,3.68665,1.566198,0.7402972,1.0
1.691776,0.8565807,1.2309,1.56661,8.446467,3.577946,0.8542443,1.0
0.8290558,1.863129,2.66243,3.084351,4.292095,2.051225,0.7999389,1.0
1.862713,0.9618912,1.379423,1.766592,3.279567,1.420246,0.1869887,0.5139074
-0.5225277,1.727207,2.815895,3.241619,6.419427,1.425453,0.6408827,1.0
1.844772,0.942028,1.469398,1.850657,6.005304,2.64022,0.1695427,0.09798615
1.300419,0.5127182,0.8085175,0.995635,10.70887,5.014815,0.6647774,0.2167689
1.54805,0.7303352,1.093683,1.354979,2.384824,1.086879,0.5619768,1.0
0.4163094,0.7191525,1.11071,1.293215,2.008111,0.9052044,0.7772239,1.0
2.380142,1.439751,1.988384,2.40386,3.322755,1.472914,0.8974192,0.957813
1.499937,0.8964787,1.285255,1.540545,6.477989,2.822262,0.8410066,0.8492087
1.06049,0.2010021,0.3106575,0.3177109,5.723046,2.884135,0.8677077,0.0
0.2138958,-0.05735779,-0.2260799,-0.1819172,9.323325,2.44787,0.8396779,0.9590817
1.858601,0.826087,1.242414,1.546614,11.84635,4.250204,0.6499899,1.0
1.68582,0.7867298,1.130331,1.396558,5.065007,2.247878,0.8413493,0.6076869
1.794537,1.047462,1.489679,1.874212,3.638499,1.473841,0.9240711,1.0
1.547052,1.688278,2.277824,2.618877,2.553607,1.125318,0.4959796,0.9095533
1.872253,1.367701,1.889189,2.247709,4.238816,1.841934,0.8658554,1.0
1.497736,1.75338,2.42251,2.808176,3.818953,1.621755,0.4909108,0.6449413
1.839272,1.124649,1.55443,1.921158,4.492041,1.769768,0.7622302,1.0
1.856194,0.8265352,1.20288,1.517995,5.354161,2.346997,0.3656782,1.0
1.421276,0.7498055,1.148224,1.448009,3.942952,1.827782,0.6843601,0.8171736
1.519907,0.8149147,1.257195,1.602581,8.044447,3.504294,0.2499565,0.1652981
1.077793,1.11595,1.468765,1.486126,1.377388,0.6977423,0.7796757,1.0
2.129797,1.730877,2.537399,2.937626,2.661882,1.313652,0.6949914,0.9681142
1.122675,0.5567093,0.9708519,1.164768,3.243307,1.395026,0.5539463,0.9775587
2.059179,1.270123,1.811951,2.200396,3.994811,1.927437,0.5123484,0.498736
2.437033,1.415058,1.930761,2.285151,3.425862,1.508898,0.9628767,1.0
1.88217,1.820637,2.648712,3.131193,4.294742,1.774264,0.5502188,0.9167732
2.162521,1.442684,2.348427,2.758337,3.771533,1.660122,0.8120332,1.0
1.995089,0.9076805,1.304573,1.627666,3.277103,1.458079,0.7455129,0.8558678
1.245762,0.7247486,1.126406,1.352791,4.782343,2.250156,0.778282,0.09555161
2.504513,1.299919,1.847322,2.182159,4.681652,2.255418,0.456989,0.5154142
1.986944,0.9424496,1.348207,1.673951,7.867198,3.194299,0.7535974,1.0
1.8666,0.954649,1.366364,1.694498,4.695405,1.943088,0.8118485,0.9438007
2.182199,1.53121,2.060284,2.429436,3.518378,1.431341,0.8852087,1.0
2.419603,1.5154,2.058947,2.428495,2.839571,1.293617,0.6525429,1.0
1.389778,0.7294426,1.096668,1.375299,7.700714,3.785298,0.5878037,0.3139916
1.298019,0.695179,1.065924,1.334987,7.891777,3.715037,0.7561637,0.4268697
1.004663,0.5122604,0.8911266,1.055933,2.585246,1.230516,0.5216014,0.2996814
1.938192,0.908453,1.298683,1.619801,3.247392,1.435416,0.242086,0.9089882
1.754015,0.8250561,1.179041,1.477165,2.543428,1.14862,0.580273,0.8418121
1.612019,0.9691963,1.414379,1.733158,4.735602,2.007423,0.7799059,0.9994333
4.243515,1.708714,2.257345,2.606207,2.962332,1.498301,0.8958967,1.0
1.006565,1.471388,2.27302,2.799719,3.921868,1.47555,0.9338381,1.0
1.617878,0.7641525,1.185411,1.462297,8.429423,3.58276,0.1721372,0.1181885
1.786697,0.9394512,1.393122,1.772466,3.323861,1.539715,0.3243984,0.9293944
1.960518,0.9179888,1.330455,1.66042,11.29295,4.237494,0.9998565,1.0
1.820225,1.347036,1.85276,2.189402,4.409433,1.852427,0.9764459,1.0
1.058641,1.612642,2.260439,2.699177,4.013298,1.825014,0.4943866,0.7917991
1.170664,0.7799015,1.196812,1.471848,3.239748,1.59391,0.6699391,0.1488399
2.218105,1.558998,2.11614,2.430243,5.694004,2.274184,0.7430807,1.0
4.052149,1.921671,2.430435,2.473537,1.525543,0.7645252,0.7319462,0.0
1.942663,1.002737,1.463671,1.843915,3.771569,1.711787,0.6296315,0.7959467
1.29454,0.5946407,0.9790783,1.237587,3.69857,1.703327,0.212133,0.0
1.819582,1.046612,1.465581,1.802673,6.156819,2.591872,0.6970224,1.0
1.477137,0.866106,1.237555,1.528561,2.606118,1.168419,0.6363101,0.7584594
1.881853,0.9510593,1.366029,1.720799,4.177392,1.729634,0.6094012,1.0
1.481762,0.9400578,1.36788,1.717473,9.711806,4.381988,0.8847018,0.9448701
1.899359,0.9240665,1.326612,1.666571,3.261013,1.406388,0.8388624,1.0
1.802311,1.026035,1.450748,1.760548,3.712772,1.641515,0.1999825,0.7361822
2.149239,1.463696,2.002825,2.381437,4.43397,2.065294,0.8151281,0.7983996
0.9828358,1.434978,2.297079,2.71427,3.335815,1.112302,0.6135418,1.0
1.878349,0.9425373,1.341696,1.675094,4.747065,2.067553,0.6530859,1.0
1.969187,1.207504,1.668858,2.041405,4.977688,2.057836,0.7848663,1.0
1.9505,1.050289,1.481146,1.829906,3.796791,1.624541,0.8026379,1.0
1.346264,1.806932,2.423698,2.863186,2.612355,1.196051,0.8968015,0.8783586
1.518463,1.7707,2.485886,2.870926,3.250066,1.630267,0.6967134,1.0
1.57021,1.099035,1.571072,1.93071,3.085531,1.363506,0.6907948,1.0
1.354998,0.7369556,1.156546,1.461386,5.04996,2.423897,0.714592,0.3655542
1.701099,0.8030281,1.213917,1.49795,2.446512,1.109768,0.6834137,1.0
1.610828,0.8351994,1.215681,1.507019,5.803269,2.24088,0.6711364,1.0
2.135822,1.042892,1.474251,1.831894,4.282896,1.549864,0.6608508,1.0
1.300785,0.6748085,1.056664,1.341311,6.002283,2.785124,0.7826775,0.498688
1.753231,0.8453655,1.218504,1.508282,3.192111,1.259025,0.3272414,1.0
1.536474,1.787155,2.595463,3.079493,3.85091,1.679437,0.7613894,0.9063266
0.942482,0.4194469,0.7396851,0.8723431,3.724319,1.93031,0.8759946,0.0
1.920553,0.9264641,1.331371,1.677954,2.721324,1.204752,0.6543831,1.0
1.239115,0.4972382,0.6931973,0.7522469,1.788968,0.7708797,0.3324123,1.0
1.306627,0.720293,1.133524,1.429325,4.472818,2.148433,0.4787786,0.2323028
1.961447,0.9778643,1.401505,1.755035,10.25703,4.127515,0.7935129,1.0
2.342516,1.093615,1.580172,1.981124,3.857687,1.723127,0.3432787,0.9815606
1.867144,0.9874916,1.438707,1.794455,3.950577,1.700548,0.1676205,0.516039
1.529612,1.636971,2.24258,2.666344,4.309711,1.73178,0.5868059,0.9887319
1.235979,0.5609283,0.9280148,1.123419,3.257703,1.510794,0.2605573,0.1197844
1.406221,0.8141994,1.210194,1.52582,4.24801,1.865831,0.6711065,0.8529441
1.487434,0.7206097,1.193512,1.480732,2.04441,0.984542,0.8841373,1.0
4.036587,1.776562,2.334324,2.644094,2.518861,1.120668,0.4569422,0.8672627
2.202717,1.68457,2.262568,2.625637,4.658268,1.918694,0.7632209,1.0
1.284803,0.5265121,0.802721,0.9970818,7.756876,3.532357,0.6637056,0.02948592
2.92403,1.744356,2.335621,2.76158,3.680653,1.553687,0.9999821,1.0
1.110506,0.5063438,0.7731533,0.959938,7.482957,3.788594,0.7583167,0.07278578
1.11738,0.3591251,0.5299664,0.6125259,7.86677,3.74905,0.5172141,0.0
1.525799,0.820116,1.285206,1.586225,3.820906,1.775705,0.5128619,0.8755201
1.488049,1.762896,2.359724,2.756136,2.547366,1.227293,0.816864,1.0
1.930882,1.608259,2.250772,2.624275,3.865991,1.622513,0.5094584,0.7339266
1.610449,0.7906322,1.198687,1.416637,4.05976,1.905243,0.854607,0.8157316
2.075052,1.083233,1.534313,1.866549,3.893326,1.741468,0.6551024,0.7497653
2.173851,0.9263821,1.324593,1.642607,2.724627,1.248367,0.7353889,0.9062464
1.957699,1.041252,1.498192,1.867582,4.069522,1.833316,0.8075452,1.0
1.895187,0.8511276,1.267614,1.569052,3.790363,1.590768,0.7435161,1.0
1.417736,0.9941463,1.442442,1.799097,6.406355,2.647274,0.7136595,0.3202752
1.745342,1.852341,2.445244,2.837521,7.028619,1.726811,0.5838647,1.0
2.087488,1.534952,2.138977,2.515591,3.012981,1.353929,0.7697756,1.0
1.854275,0.7791185,1.188166,1.496602,5.027753,2.277713,0.7127485,0.8213784
1.291904,0.5348606,0.8599911,1.093027,4.695985,2.368167,0.9436561,0.0
1.67396,0.837986,1.294413,1.679336,5.650681,2.521898,0.949149,0.8203738
1.142477,0.5923347,0.9390488,1.176952,5.883712,2.750481,0.7240158,0.0
4.643492,1.75285,2.43424,2.850969,4.554121,1.725941,0.7906777,1.0
1.363301,0.6324501,1.007128,1.274331,8.67137,4.167367,0.5391695,0.1510334
1.573471,0.8134804,1.235462,1.526183,6.033454,2.815158,0.7354313,0.5783625
1.069626,0.6006374,0.9430199,1.196812,5.702507,2.670161,0.7955571,0.2069702
2.006855,0.9114265,1.32498,1.609087,3.19761,1.447862,0.5920219,1.0
1.779871,1.066095,1.572884,1.949615,3.712102,1.625726,0.4625267,0.995672
1.327873,0.2222691,0.5735703,0.6612415,4.44272,2.209042,0.7994865,0.0
1.281765,0.4677982,0.615921,0.699729,1.589851,0.7927586,0.06286182,0.885601
1.120247,0.5155907,0.8409901,1.057814,4.521939,2.245432,0.8597215,0.1219752
2.194431,1.031549,1.457563,1.851519,3.472299,1.596535,0.5632214,1.0
1.130804,1.779936,2.394623,2.890875,4.103506,1.757117,0.9284941,1.0
1.770117,0.8759174,1.307291,1.638391,4.450794,1.996985,0.4743326,1.0
1.285677,0.6132507,0.9771271,1.199568,5.99578,2.794766,0.6069449,0.1004827
1.121546,0.4169178,0.7343788,0.866272,4.637449,2.032753,0.9808998,0.4958484
2.030056,1.191772,1.673145,2.040752,22.91304,1.512761,0.9524618,1.0
1.384827,1.11055,1.576096,1.878994,6.123019,2.919032,0.7496322,0.4426906
2.595331,1.79463,2.432417,2.812443,6.326977,2.693275,0.542987,1.0
1.313755,0.7593517,1.161032,1.42057,3.636317,1.696891,0.8082026,0.9468887
2.072727,1.113871,1.573479,1.894106,2.932592,1.292434,0.908394,1.0
0.7887478,0.206234,0.4704762,0.4896736,2.459142,1.24562,0.6708333,0.0
1.801998,0.8555889,1.271748,1.570515,3.844345,1.694754,0.756138,1.0
1.793373,0.8247414,1.234874,1.517606,8.111787,3.715298,0.7335873,0.8042355
1.758301,1.631073,2.22448,2.58284,3.799989,1.808535,0.6983485,1.0
2.072855,0.9029217,1.373813,1.691163,5.596227,2.468366,0.3531991,0.7142
1.281345,0.6359234,1.029513,1.233367,8.665281,4.223454,0.5399058,0.0
1.796236,0.8095207,1.245935,1.573086,8.795187,3.576515,0.4041651,0.7413539
0.9806156,1.863247,2.508739,2.811594,4.401541,1.756471,0.709997,0.8670222
1.729542,0.8488998,1.322413,1.676143,7.554003,3.086012,0.3431727,0.7181416
1.874703,0.8020086,1.192225,1.513906,6.796426,2.916084,0.8741684,0.9997583
1.857843,0.9360847,1.351461,1.696096,4.736611,1.855544,0.8689847,1.0
1.676195,0.875639,1.290106,1.624529,3.035037,1.223461,0.4916558,1.0
1.468479,0.5584469,0.847147,1.072602,7.929987,3.605599,0.9417484,0.5416278
1.958981,1.685575,2.307753,2.650591,4.095121,1.666398,0.8822029,1.0
1.330311,1.7145,2.393635,2.830242,4.292121,1.675526,0.9040796,1.0
1.615026,1.065206,1.345946,1.66724,7.560609,3.493003,0.9436994,1.0
1.771548,0.8863077,1.224339,1.514911,11.80778,4.05782,0.8343144,1.0
1.467424,0.6413441,0.8290405,1.035879,8.050897,3.850733,0.4505549,0.1978082
1.058849,0.6665192,1.030815,1.211775,4.248103,2.040459,0.9575175,0.0
1.437351,0.6903439,1.026674,1.324318,3.240427,1.52286,0.2373796,0.0
1.521677,0.6851883,1.003632,1.252289,2.87097,1.36028,0.6215498,0.4532365
1.429159,0.7536659,1.167019,1.49045,7.625038,3.340601,0.2061529,0.04480371
0.9850922,0.5070095,0.7893372,0.8897839,6.139086,3.024777,0.7220032,0.0
5.089302,1.448112,2.091635,2.447863,4.602808,1.980235,0.6158823,0.6265618
1.350527,0.5903378,0.9473648,1.198874,7.937831,3.562472,0.881241,0.2900453
1.230343,1.684341,2.309956,2.671814,2.770274,1.110092,0.5207508,1.0
1.886202,1.766306,2.396179,2.843901,3.39693,1.555984,0.8315254,0.9008228
1.858788,0.8244352,1.220134,1.502446,7.37179,3.062041,0.8154106,1.0
1.104717,0.4833584,0.8311539,0.9828072,3.085642,1.598325,0.5486602,0.0
0.9453144,0.3827782,0.5200787,0.5420437,1.667285,0.8076592,0.05,0.0
1.514305,1.758158,2.463509,2.778275,4.781808,1.616723,0.7246128,1.0
1.873547,0.808054,1.191927,1.453466,5.59861,2.030116,0.7986578,1.0
0.9903584,0.3228874,0.5960522,0.7140064,2.414474,1.220845,0.7262738,0.6467052
0.8838921,0.3693333,0.6110897,0.6623535,5.993457,2.799808,0.6576622,0.1020698
1.79801,0.8585777,1.330587,1.632282,5.967123,2.706751,0.5499103,1.0
1.302526,0.5547466,0.8917046,1.116274,4.090576,1.867686,0.6208841,0.2797396
1.083134,0.5023556,0.8295765,0.9850407,6.784117,3.194171,0.6563543,0.1483538
1.675831,0.7829056,1.138068,1.395879,4.872417,2.002288,0.3359316,0.6452549
1.850342,1.030796,1.524204,1.907232,2.356228,1.104153,0.3445578,1.0
1.379324,0.558918,0.7259426,0.8382874,1.2641,0.6860389,0.4629708,0.0
1.374487,0.5152206,0.7697582,0.938509,3.889468,1.797714,0.2635494,0.04720119
1.983601,0.780201,1.139395,1.38232,5.162922,2.145761,0.4887323,1.0
1.362972,0.824297,1.236671,1.553713,6.183227,3.028376,0.8951721,0.4293895
1.856508,0.8789368,1.278875,1.541092,4.404092,1.682963,0.8028515,1.0
4.485836,1.734112,2.475565,2.84623,4.272234,2.149407,0.7876385,1.0
1.370859,0.6515293,0.9708977,1.179029,7.701419,3.81486,0.9263098,0.0
1.983189,0.9642467,1.371086,1.692086,4.858869,2.140264,0.8374892,1.0
1.452337,0.7311249,1.109348,1.351841,5.126691,2.559225,0.6038588,0.2548993
1.916565,0.831028,1.223799,1.488585,5.660562,2.498375,0.664851,0.922971
1.882033,0.8469458,1.230374,1.504399,17.82384,6.530742,0.7672712,1.0
1.560028,0.7477303,1.110365,1.371014,3.703673,1.591869,0.6379915,0.7374787
1.784647,0.7787952,1.129269,1.395233,3.498063,1.625614,0.2816962,0.4684417
1.722219,0.8162422,1.244871,1.579191,7.351149,3.201613,0.5836153,1.0
1.457796,0.7343483,1.13793,1.397519,6.114454,2.797045,0.4102715,0.4379574
1.982897,0.8279266,1.308746,1.608585,7.211685,3.510459,0.2034231,0.1387166
1.845121,0.6803894,0.8736467,0.9300842,1.575162,0.8060881,0.1221794,0.0
1.795248,0.8104458,1.203535,1.482107,2.872216,1.201661,0.7197956,1.0
1.948738,0.8435793,1.247469,1.535052,4.445627,1.916504,0.450003,1.0
1.401609,0.6647968,1.020399,1.215857,5.724663,2.867516,0.7213052,0.1478287
3.084793,1.849556,2.745687,3.162216,3.801407,1.755917,0.6204225,1.0
1.489561,0.8893585,1.350018,1.606131,4.758111,2.20078,0.9000496,0.243956
1.354397,0.5589523,0.9147587,1.157157,7.791415,3.410324,0.3800057,0.1967971
1.431036,0.6514225,1.06024,1.31905,3.828117,1.825355,0.3499259,0.1431668
1.439119,0.7637157,1.19691,1.489797,6.800035,2.834208,0.3649476,0.8588753
1.432617,0.7498913,1.216114,1.488342,5.24452,2.463861,0.6681849,0.1702758
2.509609,1.327204,1.868282,2.196264,7.693665,3.053413,0.6617789,1.0
3.274443,1.701302,2.290615,2.679611,4.398661,1.899424,0.6880262,0.9734843
1.403696,0.50177,0.820713,0.9921131,3.364084,1.448177,0.776206,0.6820847
1.132753,0.5074272,0.7994919,0.9207478,5.216912,2.459518,0.4882987,0.0
1.75227,0.9780941,1.377798,1.654085,3.280308,1.382497,0.6430681,1.0
1.114935,0.491003,0.8689537,1.041265,3.26537,1.582213,0.7498956,0.0
2.265379,1.50005,2.06208,2.411673,5.129371,2.297753,0.7913358,1.0
3.770496,1.860332,2.619242,2.93564,2.389487,1.104741,0.891331,0.5215411
5.122425,2.447783,3.419577,3.919003,3.754799,1.652483,0.35921,1.0
1.900377,1.064194,1.495771,1.854155,4.436933,2.060881,0.9141665,0.9603603
1.978086,1.047743,1.47348,1.81896,4.29716,1.907018,0.7879106,0.8473151
1.928677,0.9734402,1.389809,1.721132,3.369105,1.503153,0.8569763,1.0
2.068707,1.077194,1.534985,1.922003,3.769299,1.730284,0.9403204,1.0
1.909863,1.286592,1.796686,2.148878,3.768351,1.598594,0.5153477,1.0
1.835033,1.046839,1.483843,1.875698,3.805258,1.665742,0.6022046,1.0
1.239098,1.736975,2.742643,3.183535,3.300956,1.693669,0.8244957,1.0
1.716711,1.035969,1.806799,2.258362,4.205544,1.803518,0.4370657,1.0
1.172226,0.682785,1.341496,1.15546,15.64659,1.659956,0.6629679,0.4712605
1.552275,0.7012806,1.095116,1.343397,6.212674,2.835603,0.7372667,0.3472886
2.09841,1.010351,1.451687,1.808296,3.678111,1.576279,0.5697277,0.9664298
1.643093,0.827158,1.283388,1.561554,3.213649,1.435272,0.2892882,0.4298441
3.671484,1.804918,2.504887,2.938568,2.917168,1.256613,0.9240329,0.5832599
2.262177,1.094995,1.546595,1.897757,3.407287,1.450294,0.7131072,1.0
1.796988,0.8185558,1.240009,1.448166,6.303153,2.999069,0.3671589,0.404011
0.7373924,0.4145756,0.7689857,0.8482227,2.505334,1.236009,0.9044539,0.4065165
1.555767,0.9339905,1.383766,1.678783,3.703646,1.561384,0.4852649,1.0
1.991177,1.105783,1.574926,1.928493,4.394424,1.927327,0.8306111,1.0
2.087101,1.130156,1.596366,1.958341,6.336901,2.572166,0.77179,1.0
0.6023521,1.105028,1.888119,2.370441,2.490679,1.207077,0.6186745,0.552619
1.220354,0.8934555,1.33695,1.623833,5.228112,2.30706,0.5498762,0.5322474
2.356577,1.809011,2.439699,2.758326,2.708522,1.238275,0.7603714,1.0
1.83008,1.92363,2.586182,2.939827,4.81471,1.602873,0.6099963,1.0
1.920959,1.023043,1.435602,1.767481,4.324661,1.517475,0.7862797,1.0
1.182215,0.2685032,0.4759159,0.6114845,4.73844,2.256675,0.3757791,0.3039964
1.838434,1.543478,2.095554,2.411407,6.406084,2.98484,0.627305,1.0
1.333012,1.584351,2.194077,2.406881,7.168229,2.993237,0.6556421,0.6587895
0.9518185,0.200407,0.4480934,0.5476742,2.905237,1.256169,0.9484178,1.0
1.898064,1.301291,1.896645,2.301064,4.45704,1.924827,0.3588986,0.7979124
1.749079,1.810886,2.571432,2.992071,4.231955,1.799289,0.8102024,1.0
1.284517,0.501255,0.8083878,0.9189701,10.15955,4.179595,0.2442401,0.006585762
1.306631,0.4484329,0.7219219,0.8360081,8.148873,3.567407,0.8419217,0.06429191
1.359093,0.6653109,1.036326,1.305103,9.864267,4.492899,0.565083,0.1850391
1.85331,1.079552,1.524641,1.881618,6.821146,2.910501,0.526028,1.0
4.523874,1.87882,2.511715,2.993332,4.662042,1.605119,0.8955831,1.0
0.9277229,0.8253155,1.87499,2.221409,5.389961,1.864119,0.7497434,0.5580972
1.881744,0.8509665,1.246383,1.548794,5.357973,2.302,0.5682945,1.0
1.028969,0.3729229,0.6131859,0.7558327,5.0732,2.599621,0.9500114,0.0
1.515858,0.7786465,1.213866,1.552779,6.84692,3.008694,0.358626,0.8853774
2.847818,1.69278,2.290051,2.647932,3.523079,1.436568,0.8668662,1.0
1.296204,0.6447182,0.9192638,1.03019,4.543631,2.230477,0.649912,0.0
2.152479,1.592852,2.241533,2.54504,4.349495,1.907592,0.6104925,1.0
2.006943,0.7975388,1.439137,1.936726,1.4346,0.6935164,0.8761136,1.0
1.690948,0.7414112,1.095949,1.388861,5.986116,2.296683,0.6947514,1.0
1.917336,1.008228,1.458469,1.837193,3.656538,1.572904,0.622692,1.0
2.970846,1.062258,1.545527,1.932802,4.223885,1.864343,0.88012,1.0
2.390137,1.124733,1.570314,1.904854,4.866354,1.924916,0.763387,1.0
2.194889,1.601334,2.160118,2.55526,2.972484,1.342793,0.657995,1.0
4.648968,1.726501,2.315016,2.647961,3.08543,1.299285,0.8927861,1.0
0.8442574,0.2679806,0.5703773,0.6244068,2.462113,1.183471,0.3364018,0.0
4.142881,1.677919,2.32114,2.753498,2.633983,1.146229,0.7530004,1.0
4.228928,1.761057,2.391504,2.843153,2.411417,1.150141,0.7910282,0.861948
1.717308,1.802439,2.441038,2.878443,3.708836,1.619858,0.8839749,1.0
1.848698,1.552958,2.084185,2.456522,4.915754,1.958229,0.7344503,1.0
3.268526,1.575834,2.137241,2.531996,3.425437,1.431572,0.7777409,1.0
2.812717,1.520227,2.04089,2.432775,3.616752,1.607046,0.6470747,1.0
2.723318,1.394928,1.933437,2.323563,4.310865,1.852082,0.2743699,0.5500917
1.72134,1.512985,2.328758,2.80736,8.290464,1.407773,0.8570036,1.0
1.57976,1.630735,2.243464,2.612398,5.499554,2.437734,0.8843264,1.0
1.77426,0.8368473,1.220691,1.531697,4.600811,2.051399,0.7684283,0.7654384
1.910997,0.9545269,1.427116,1.832227,5.255678,2.235518,0.2636472,0.8467332
2.242247,1.72794,2.531015,2.898432,3.038988,1.424941,0.7479489,1.0
1.655239,1.983128,2.896538,3.411116,3.80281,1.633362,0.6057211,0.510871
2.14727,1.415447,1.928759,2.255569,5.116347,1.808178,0.6783998,1.0
1.767321,0.8390369,1.187141,1.509386,2.756643,1.20301,0.7047891,1.0
0.599369,0.3293514,0.6736202,0.6188011,2.646765,1.122616,0.8468403,0.9650701
1.58493,1.609428,2.449505,2.867435,2.680466,1.202783,0.5283757,1.0
1.661062,1.607546,2.385372,2.838413,2.155898,1.115646,0.7475143,0.6629093
3.533062,1.835836,2.697269,3.173531,4.244592,1.564803,0.61225,1.0
2.314909,1.361713,1.864914,2.206278,4.747777,1.973606,0.6752996,1.0
1.498068,0.6804123,1.039818,1.297367,7.175116,3.512923,0.5993711,0.2505838
4.805658,1.653738,2.622936,2.990179,3.766444,1.889568,0.3805743,0.6396435
2.173319,1.676701,2.545801,3.088825,2.257841,1.324588,0.5211072,0.737295
5.08724,1.834234,2.447762,2.902531,4.092189,1.598202,0.622711,1.0
0.9884872,0.8516693,1.286135,1.563068,3.134963,1.456973,0.8352019,0.6242402
2.019819,1.008776,1.484044,1.830615,5.182757,2.134693,0.8203217,1.0
1.339937,0.6420956,1.01849,1.221842,4.14499,1.958079,0.4200613,0.4986794
3.041096,1.501724,2.045656,2.373751,2.929799,1.314515,0.688868,1.0
3.396191,1.711643,2.44499,2.89756,7.578134,2.50818,0.6018489,1.0
1.125872,0.5027447,0.8552952,0.9453583,4.014476,1.849375,0.6579853,0.5769968
1.960447,0.8693199,1.277773,1.599386,3.770336,1.374181,0.2907285,1.0
1.015875,0.4331455,0.7555637,0.9196835,3.818011,1.786578,0.4726183,0.3182811
0.8455029,1.762403,2.742409,3.294901,5.413922,1.547519,0.7231703,1.0
1.297701,0.5932808,1.166867,1.179137,7.801574,3.824013,0.8425289,0.1403316
1.232603,0.4773121,0.720932,0.8939228,7.851924,3.464235,0.9000676,0.0
1.762339,0.9386063,1.394064,1.74719,3.872248,1.746858,0.3197484,0.9044947
1.449625,0.5803318,0.9123268,1.166702,9.257497,4.214104,0.734881,0.2236885
1.696404,0.9211426,1.329512,1.66271,3.415001,1.387837,0.8227822,1.0
2.197615,1.297083,1.833483,2.203985,4.454995,1.975685,0.9613693,1.0
1.892677,1.602995,2.171658,2.552851,5.62664,2.307667,0.8590919,1.0
1.806717,1.505054,2.266279,2.60438,4.3833,1.21652,0.7431582,1.0
3.078924,1.30064,2.746199,3.507227,1.56641,0.7987723,0.1499653,0.0
