ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i,fracDev_i
1.876501,1.022995,1.436291,1.820744,3.884268,1.561632,0.9875594,1.0
1.559149,0.7632732,1.190521,1.512562,6.332141,2.862019,0.2596089,0.287089
0.9650211,0.3294735,0.6313248,0.770237,4.600723,2.150023,0.2999548,0.3615262
1.545591,1.123812,1.634026,1.975018,5.481328,2.467961,0.6106816,0.9613118
1.569635,1.454746,1.975824,2.341167,5.090889,2.159762,0.7447022,1.0
2.365982,1.707516,2.370922,2.751007,2.83681,1.231773,0.7811891,1.0
0.6961498,1.690395,2.595984,3.144218,2.757196,1.211143,0.7478815,0.7899778
1.950859,0.943079,1.343428,1.653788,3.975076,1.487287,0.6156489,1.0
1.473112,0.7710361,1.162962,1.475042,5.893724,2.70325,0.7752957,0.6368893
2.831745,1.678255,2.412052,2.898928,3.127703,1.279488,0.7075869,1.0
2.006819,0.907671,1.32455,1.635248,3.325429,1.529931,0.3416261,0.9954942
1.777945,0.8955078,1.314159,1.630537,5.975191,2.898913,0.8640227,0.7218969
1.11805,0.3336639,0.5144463,0.5968132,6.243137,2.74393,0.7433296,0.1417807
2.575417,1.613365,2.178616,2.542225,6.731464,2.355398,0.7474775,1.0
1.258884,0.5480976,0.9298096,1.126493,6.159036,2.821774,0.2084651,0.01942862
1.878788,0.8780537,1.304401,1.632385,7.17906,3.081904,0.5429707,0.7513467
2.008709,0.9521694,1.381201,1.720363,9.676179,3.953693,0.8538421,1.0
1.807632,0.9150658,1.324448,1.656689,4.707166,2.149306,0.7534719,0.7183668
1.229548,0.5946808,0.9279957,1.103961,8.317777,4.245889,0.9129568,0.0
1.324524,0.7120056,1.125225,1.401495,7.055368,3.081437,0.5398051,0.3698328
1.208717,1.456438,2.548204,2.852171,3.300236,1.314451,0.8157691,0.7062935
1.061838,0.4143372,0.6833057,0.78092,6.085453,3.143408,0.6784642,0.0
1.087452,0.708683,1.0625,1.2262,4.763845,2.157116,0.8170413,0.4914916
1.442366,1.498528,2.582254,3.023355,3.99692,1.574796,0.8776523,1.0
1.991499,1.037409,1.459063,1.8302,3.049712,1.308657,0.241345,0.9357269
2.0086,0.981266,1.418247,1.806108,10.70431,3.510879,0.7155534,1.0
1.862257,0.941288,1.337963,1.650047,3.435726,1.41279,0.8088787,1.0
1.189152,0.5279541,0.8495541,1.054234,5.829595,2.748517,0.5243179,0.008419088
1.693441,0.7619038,1.115407,1.383766,3.900131,1.696709,0.8514712,1.0
1.845119,1.002832,1.481651,1.850052,4.897006,2.023752,0.7941037,1.0
4.007759,1.781584,2.608059,3.085314,3.290711,1.357022,0.8380792,1.0
2.247437,1.665152,2.45447,2.87085,2.667222,1.220371,0.8193092,1.0
1.449751,0.6955013,1.081015,1.376055,4.973972,2.542297,0.5803364,0.1774538
1.725771,0.8448086,1.308718,1.621311,4.778538,2.192422,0.3049351,0.1198222
1.95499,0.9996281,1.413374,1.774321,2.806327,1.302703,0.3738957,0.9780213
1.718136,0.7734184,1.229488,1.526985,3.671979,1.74287,0.3163141,0.6040509
1.408216,0.713932,1.12734,1.453621,4.196469,2.003988,0.2778946,0.07067819
2.51932,1.31806,1.811369,2.108675,6.547239,2.635617,0.6690677,1.0
1.618917,0.8840561,1.390909,1.779568,4.606614,2.059968,0.3418972,0.4629051
1.15489,0.3937416,0.6275749,0.8013372,11.67,5.524099,0.605247,0.2054545
1.263664,0.5075932,0.8224907,1.018698,7.123618,3.360652,0.5322759,0.03450564
1.777447,0.9316559,1.434223,1.869397,7.206052,2.795643,0.2116735,0.8070256
2.982922,1.673544,2.269819,2.585054,4.297013,1.710009,0.9977838,1.0
1.689426,1.684477,2.300489,2.763615,4.273817,1.66451,0.7588859,1.0
1.884983,1.884834,2.710983,3.335678,2.363442,1.09474,0.7982753,1.0
1.541069,0.7338257,1.128143,1.4116,3.467563,1.649608,0.4611427,0.4639232
2.010647,0.9410744,1.356037,1.714586,2.920346,1.265433,0.772063,1.0
1.378204,0.6434402,1.020821,1.276262,8.190713,3.612798,0.1649818,0.0
1.175995,0.4821644,0.7962322,0.9701805,5.663948,2.622119,0.4246646,0.1294451
1.445324,0.7106266,1.071268,1.309626,6.823411,3.244257,0.6860765,0.1006629
1.623665,0.8846741,1.328875,1.669268,3.153265,1.459507,0.5261447,1.0
2.01298,0.9110842,1.325711,1.659171,5.218966,2.591321,0.6521838,1.0
1.826366,1.152788,1.687799,2.198017,3.056776,1.504485,0.249013,0.8102149
0.9947872,0.460083,0.8509731,1.006289,3.32488,1.631115,0.7646157,0.0
1.456371,0.6248169,0.9747343,1.241965,10.77141,4.813781,0.3653548,0.04137814
1.886312,0.9139595,1.306404,1.654053,4.681114,2.07527,0.7733698,0.8925539
2.232071,1.675785,2.291277,2.705978,4.552739,1.824352,0.748051,0.9734503
1.991922,1.166773,1.641579,2.019015,5.998149,2.430497,0.7778751,1.0
1.723656,0.9285355,1.353806,1.714802,5.100517,2.278326,0.6040288,0.9484019
1.596419,0.7026148,1.126044,1.440399,11.93741,5.298858,0.449966,0.551556
1.773491,0.8051233,1.240021,1.582554,11.76539,4.471256,0.2999794,0.03007795
1.573147,0.7183132,1.073823,1.380187,21.33734,9.026372,0.7256506,1.0
-1.196171,6.950169,7.797937,2.187492,20.16975,7.945378,0.803337,1.0
0.8870296,0.3786201,0.828701,0.9200897,4.184683,1.906829,0.2021635,0.4889074
1.450495,0.8265686,1.313324,1.640816,5.14291,2.213063,0.2084178,0.1576279
1.844278,1.008593,1.443563,1.793076,6.605473,2.804307,0.9139304,0.9839066
1.279457,0.6455002,0.9989586,1.306997,8.168828,3.794971,0.3843266,0.09870768
4.333231,1.731672,2.324154,2.772196,5.310508,2.261414,0.6159377,0.9732453
3.207262,1.656385,2.604385,3.180403,3.016635,1.654393,0.4291749,0.9006796
2.160851,1.086914,1.57408,1.970001,5.381101,2.307571,0.717084,1.0
2.114147,1.21796,1.725914,2.087181,4.755922,2.043506,0.9325119,1.0
1.96596,0.9762058,1.406723,1.757126,3.776257,1.743043,0.7668706,1.0
1.286482,0.6908894,1.0602,1.313292,7.452251,3.240352,0.6125275,0.1924047
1.220493,0.6481304,1.005173,1.192043,4.985668,2.202452,0.4231008,0.534383
1.250336,0.7124596,1.088539,1.355106,4.253129,2.159105,0.8479977,0.09156056
2.232628,1.816729,2.394501,2.802559,3.781029,1.819559,0.5820855,0.389305
2.935194,1.722431,2.343121,2.719725,4.85139,1.81978,0.7755231,1.0
1.18498,0.7196312,1.103449,1.349018,4.259229,2.062845,0.6176464,0.0
1.442387,0.6739426,1.068489,1.334673,5.092487,2.335116,0.4863943,0.6393974
1.910366,0.9901848,1.401844,1.731951,5.552869,2.480083,0.8306639,0.9860377
0.7936592,0.3712578,0.7325039,0.7617226,1.960286,0.996972,0.9236079,0.7330652
1.961756,0.8826675,1.290519,1.60997,10.45033,3.77813,0.8209408,1.0
4.747034,1.638941,2.230614,2.394007,3.623738,1.833359,0.9518096,0.756292
2.056782,1.088865,1.53964,1.894004,5.341001,2.24773,0.5607766,1.0
0.4979286,0.2076836,0.5634308,0.2902298,5.242654,2.303629,0.5274303,0.640038
1.727037,1.721857,2.543657,3.013159,2.644058,1.255557,0.9788645,0.8180759
1.01013,0.4516153,0.6812239,0.8903646,15.72966,5.616442,0.1679183,0.6592035
1.90884,0.5561428,0.8676958,1.059833,9.413151,4.49122,0.9499241,0.1410773
2.091568,1.006083,1.424509,1.799885,4.745459,2.003935,0.8918998,1.0
1.276381,0.5480423,0.9546127,1.18745,4.23798,1.991237,0.34963,0.2717935
1.139669,0.5618305,0.9459,1.125624,2.177322,1.051956,0.6554801,0.9848306
1.825222,0.9105396,1.334644,1.647915,7.149782,2.908492,0.8930101,1.0
1.661537,0.8401918,1.278188,1.587084,11.83808,4.438863,0.7041249,1.0
1.928194,0.8779068,1.288181,1.612567,2.894814,1.388133,0.8950477,1.0
1.831866,0.9196424,1.4559,1.862446,25.8644,12.58294,0.45115,1.0
1.419289,0.6363049,1.02034,1.263607,5.55357,2.609558,0.8370391,0.1251152
1.968807,0.9195576,1.33779,1.648862,6.058672,2.436918,0.7250986,1.0
2.211201,1.072472,1.593157,1.979039,3.924928,1.810491,0.5955102,1.0
1.7915,0.9313564,1.367853,1.70825,4.298684,1.910818,0.3751581,0.5752588
2.350424,1.283062,1.836258,2.265791,3.913675,1.934886,0.3140678,0.6900601
2.306246,1.377077,1.994434,2.382271,12.74225,3.986573,0.6794308,1.0
1.155567,0.4930439,0.8286009,1.004006,7.867455,4.010251,0.7364773,0.0
1.697914,0.8271942,1.222208,1.514439,3.838497,1.821962,0.8191724,0.3825726
2.606785,1.345014,2.001081,2.33813,1.586863,0.8211999,0.09999048,0.0
2.469957,1.625578,2.257414,2.67392,5.442955,1.970936,0.8558601,1.0
1.693483,0.8983078,1.331553,1.69254,3.548336,1.652394,0.2912363,0.9381081
1.749496,0.8682365,1.32228,1.679192,4.849047,2.302274,0.6517136,0.7625667
0.9455223,0.2775993,0.6227303,0.5780697,7.229531,3.324415,0.5269557,0.6886275
0.9284191,0.5433903,0.9509277,1.106647,2.320551,1.117437,0.7811784,0.8343852
1.867193,0.8863487,1.385962,1.73521,5.550549,2.580289,0.1240755,0.0
2.615755,1.399771,2.153351,2.576046,1.743837,0.8631535,0.1128498,0.6065777
1.446173,0.6608868,1.030203,1.316446,7.482057,3.643156,0.5421246,0.3054549
2.081459,0.9433117,1.378893,1.726078,7.408546,2.623463,0.968414,1.0
1.681326,0.8564396,1.356316,1.690634,10.1266,3.915628,0.2000001,0.6073075
0.5067863,0.1253033,0.5048561,0.2764015,2.830862,1.354719,0.3102973,0.0
0.7523518,0.4518318,0.83181,0.9608135,1.92503,0.9432153,0.9811692,1.0
1.68799,0.8796329,1.383507,1.746735,4.92847,2.216757,0.3062096,0.5073922
1.148191,0.4817295,0.8197851,1.009483,8.209281,3.949809,0.8886102,0.1264979
1.905989,0.8498573,1.232952,1.52254,7.534102,2.593564,0.698389,1.0
2.610897,1.736666,2.355612,2.770023,4.224077,1.663708,0.8543522,1.0
2.867802,1.49729,2.060131,2.358515,6.771644,2.908346,0.5424818,1.0
2.000238,0.9366531,1.372856,1.702154,2.907676,1.342201,0.5174252,0.857955
0.6105003,0.4746571,0.8203087,0.8248501,1.622227,0.9119843,0.899826,0.5928838
3.156364,1.870787,2.792013,3.348141,5.596955,2.460027,0.7730514,0.7075142
1.945194,1.043043,1.510347,1.892327,6.56386,2.663082,0.9684995,1.0
2.002209,1.041435,1.489992,1.834581,4.848723,2.022082,0.8406419,1.0
1.455912,0.7824783,1.176229,1.475033,5.898462,2.37342,0.5664967,1.0
1.94754,0.8997269,1.323606,1.662875,5.299565,2.252071,0.7506784,1.0
1.823692,0.7972889,1.176521,1.471285,4.787412,1.936833,0.7840992,1.0
2.060863,1.747438,2.421644,2.86059,5.41925,2.587586,0.9544058,1.0
1.69924,0.5459461,0.919508,1.153118,10.40353,4.871429,0.749872,0.05434467
2.207676,0.9034748,1.335804,1.695478,4.044076,1.829028,0.2664371,0.4292434
2.046247,0.957942,1.411468,1.772749,4.904317,2.216817,0.9182234,0.7649072
0.9408321,0.7044697,1.102295,1.339092,4.401431,2.036811,0.866325,0.5969748
1.480478,0.6943378,1.083807,1.333185,3.865135,1.811271,0.4149176,0.687057
1.277792,0.6764965,1.027813,1.25444,1.856931,0.9767019,0.1181126,0.0
1.776669,0.7743912,1.20179,1.50695,7.335772,3.370702,0.4090031,0.3910365
2.112104,1.005186,1.433512,1.76899,3.628266,1.684819,0.9092075,1.0
1.918451,1.118307,1.626274,2.025888,4.672194,1.953414,0.3173088,1.0
1.897385,1.009865,1.437531,1.787579,5.731284,2.434333,0.721672,1.0
1.777349,0.8891239,1.305353,1.60594,5.603963,2.396849,0.634899,0.9045229
1.512514,1.058817,1.532021,1.899567,4.236272,2.120358,0.4802477,0.8612853
2.012434,1.097557,1.537907,1.844799,4.529523,1.921963,0.9051028,1.0
1.839579,1.525164,2.082659,2.538828,3.457376,1.588553,0.6381156,0.9394944
1.694994,0.8151588,1.154074,1.439142,2.317863,1.084651,0.8837731,1.0
1.05641,0.4569187,0.7510815,0.9168205,6.108084,3.061292,0.8998447,0.0
2.656939,1.693394,2.30407,2.684561,5.190134,2.148721,0.702888,1.0
1.64846,0.7443542,1.148457,1.428974,7.237218,3.712471,0.7174512,0.2098184
1.89471,0.8417101,1.259933,1.574522,16.52541,6.096261,0.8891522,1.0
1.981155,1.070189,1.515112,1.864277,3.898677,1.736205,0.2825803,0.8716708
0.8970413,0.4523869,0.8303585,0.9853802,4.515281,2.030442,0.6206697,0.4662839
1.749019,0.7498951,1.115348,1.396578,6.745948,2.696902,0.6682197,1.0
1.075657,0.4537258,0.7084255,0.8869762,6.770949,3.298836,0.7760609,0.06072705
2.095392,1.056499,1.496887,1.859015,4.377295,1.978295,0.7600909,1.0
1.640316,0.8058052,1.242694,1.58971,9.201865,3.940294,0.2289765,0.381063
1.66746,0.8214903,1.245678,1.581015,8.060469,3.717121,0.6599213,0.9027739
1.434067,0.6522408,1.004147,1.305122,6.129747,2.821375,0.2644188,0.08549494
1.812322,0.7979708,1.239542,1.538536,11.2928,4.749597,0.4529381,0.8466229
1.16674,0.558733,0.8660107,1.076725,5.560643,2.581729,0.4519458,0.5415593
1.884369,0.9627533,1.382788,1.737032,5.721872,2.225025,0.6624972,1.0
1.887491,0.894865,1.294132,1.624113,4.615766,2.012162,0.9499722,1.0
2.666857,1.393749,2.801428,3.547108,2.035715,0.9599931,0.05561781,0.9551516
1.479406,0.8154202,1.217552,1.549248,4.323287,1.854156,0.7334966,0.8927285
1.081062,1.810919,2.64694,3.143753,4.454895,1.514479,0.4087236,1.0
1.171515,0.5093918,0.8119297,0.9126511,6.923484,2.980451,0.9675106,0.1283725
1.601982,0.7592096,1.170569,1.487085,8.531688,3.71866,0.3698795,0.7955862
1.24177,0.6401176,0.9905987,1.234756,5.819286,2.688737,0.5891708,0.1778183
2.121914,1.80113,2.554411,2.965702,2.666275,1.384086,0.709794,0.7989641
2.310324,1.628944,2.476614,2.96166,2.66573,1.256231,0.2860256,0.8401625
2.383579,1.409485,1.915419,2.240952,6.251375,2.509431,0.9942609,1.0
1.32976,1.544767,2.376829,2.836832,18.02047,1.97424,0.3499888,0.231066
5.036074,1.860676,2.496838,2.885849,4.103097,1.808127,0.5250213,0.3856186
1.664167,1.172768,1.649004,2.043442,4.542665,1.993933,0.6795799,1.0
1.843367,0.8962574,1.328257,1.584131,4.775229,2.382056,0.8518478,0.1385766
1.135403,1.756226,2.582172,3.085217,2.560867,1.371671,0.8935027,0.9804301
1.820925,0.9588127,1.34851,1.655972,10.1397,4.008312,0.8749234,1.0
1.921721,0.9342213,1.361202,1.703526,2.620919,1.196375,0.3033735,1.0
1.689104,0.890831,1.274565,1.570227,3.870897,1.726515,0.4866087,0.7870173
1.715143,0.8374767,1.195448,1.507055,3.826843,1.681352,0.6819174,1.0
1.909906,0.9789515,1.400538,1.756027,6.903884,2.963097,0.697948,1.0
0.8521881,0.2813187,0.5418472,0.5050774,8.442677,3.489673,0.685641,0.8879645
1.920544,0.778059,1.171865,1.48159,15.97145,7.06996,0.5155641,0.6450384
2.084993,1.790131,2.352543,2.74147,3.421056,1.576255,0.9998341,0.9981079
1.811844,1.701225,2.336292,2.708803,2.440111,1.249603,0.3254147,0.9372721
2.722488,1.727949,2.334318,2.68556,3.02207,1.338486,0.6547217,1.0
1.814072,0.838666,1.225644,1.537905,10.61343,4.405222,0.9523039,1.0
1.035116,1.705503,2.660315,2.984241,3.906584,1.575916,0.7722828,1.0
2.01309,2.120161,2.996851,3.465317,3.843226,1.526154,0.7129763,1.0
1.531843,0.7399216,1.146444,1.393867,6.42422,2.994465,0.5691535,0.663659
1.169628,0.574213,0.9058189,1.107979,5.14767,2.520934,0.9435225,0.1162267
1.764338,1.213064,1.689537,2.016031,6.039653,2.518112,0.9997803,1.0
1.282619,0.4789066,0.7546959,0.9063511,6.905475,3.113972,0.3582761,0.0
2.57309,1.487408,1.999323,2.343653,4.868956,1.938029,0.8156042,1.0
0.8128014,0.2139664,0.4901218,0.5704536,2.96839,1.432184,0.2497717,0.1997435
1.830818,0.428916,0.6907568,0.8191557,11.62265,5.136951,0.5630587,0.09682272
0.8267632,0.3440418,0.658493,0.6780682,2.730415,1.325953,0.8383997,0.5513169
1.112076,0.4863739,0.8045101,0.9157505,4.073161,1.862925,0.9548738,0.320532
2.245235,1.755211,2.305515,2.731342,4.261187,1.887282,0.4820622,1.0
1.769165,1.176172,1.610016,1.968859,2.934783,1.33533,0.695058,1.0
1.977976,0.8578434,1.241279,1.529398,5.509659,2.456759,0.6189321,0.7541181
1.889933,0.8432598,1.251091,1.541952,6.925112,2.796241,0.7447928,1.0
1.823078,1.06814,1.526487,1.818413,4.001549,1.737265,0.7741187,1.0
1.734333,0.918951,1.342154,1.638447,3.598653,1.628603,0.2722185,0.6813042
1.994984,1.061481,1.492706,1.803137,2.86012,1.333361,0.9298865,0.9905006
1.878849,0.835701,1.213758,1.474598,2.303515,1.070461,0.285673,0.8051877
1.272194,0.5254498,0.8762894,1.085419,7.46528,3.329499,0.2504672,0.06557021
1.001707,0.3809242,0.6738739,0.8217831,5.650396,2.708756,0.8952014,0.1036471
4.713812,1.56805,2.309164,2.664909,4.621571,2.308712,0.4606684,0.8229829
2.218903,1.069374,1.52603,1.893141,6.05491,2.331293,0.9769139,1.0
4.161045,1.680275,2.276209,2.658943,3.102672,1.267512,0.8877381,0.9601533
2.190907,1.517838,2.092234,2.491415,3.599565,1.435494,0.7822611,1.0
1.095999,0.4916306,0.8349991,0.9556084,5.254485,2.469571,0.7836534,0.1472556
1.471441,0.6991615,1.071987,1.310286,9.184097,4.5002,0.5351468,0.1519006
1.711597,1.839676,2.430733,2.792791,4.264997,1.274585,0.9370908,1.0
1.692142,0.8112564,1.293358,1.626532,4.318539,2.032001,0.2547142,0.0
2.779448,1.633486,2.222986,2.646475,3.096864,1.395544,0.9984738,0.7997897
5.502453,1.546129,2.298458,2.750942,2.969565,5.370703,0.8865615,0.983223
1.935427,0.9802094,1.420599,1.731644,3.584689,1.650942,0.7246658,0.713908
1.395097,0.5940447,0.9322233,1.170954,16.597,7.693926,0.5993236,0.1969921
1.788384,0.7540665,1.105778,1.395613,9.916786,4.063969,0.9741895,1.0
2.324629,1.973795,2.863708,3.33436,2.114544,1.360879,0.8921833,0.8078185
1.264362,0.4404697,0.8619595,1.016739,2.80228,1.27094,0.3582605,0.4944399
2.007191,1.006025,1.415892,1.73605,4.714999,1.783254,0.7793569,1.0
2.939283,1.616482,2.203363,2.583714,2.972235,1.433896,0.8370185,1.0
0.8232727,1.690615,2.495968,2.860819,7.211388,2.930444,0.6591002,1.0
0.7389755,0.213459,0.3958473,0.5141487,3.719395,1.628742,0.3621453,1.0
2.259491,1.053793,1.550776,1.966965,4.342799,1.872588,0.2250683,0.6720746
1.684898,0.7404041,1.084293,1.379618,2.60987,1.195783,0.3672535,0.9164171
1.438703,0.705966,1.099093,1.428399,8.192463,4.150071,0.5374666,0.2746216
3.107548,1.504072,2.11458,2.489147,3.686044,1.605114,0.8240409,1.0
1.694231,1.089325,1.564186,1.883398,5.938885,2.644526,0.6495842,0.7495611
1.754381,1.026859,1.572538,1.917854,2.783073,1.429752,0.323785,0.5477391
1.325764,1.708231,2.730539,3.389421,2.969382,2.784408,0.4453492,1.0
3.43321,1.730627,2.355698,2.679817,3.341902,1.474927,0.9996815,0.9166048
1.720409,0.8025589,1.187599,1.469845,3.985585,1.864514,0.5746644,0.6608309
2.763184,1.910662,2.531544,2.982891,3.847486,1.679843,0.7910854,1.0
1.965696,1.04838,1.48942,1.807314,4.915328,2.123078,0.9095914,1.0
2.707954,1.738132,2.360786,2.758842,4.320457,1.890713,0.7737997,1.0
1.151985,0.3942623,0.6227551,0.7687359,5.443295,2.445755,0.3635552,0.0
1.53964,0.7823448,1.104965,1.402578,4.574527,2.111282,0.9181874,0.293934
2.083679,0.7104397,1.422653,1.218393,8.794088,2.059236,0.9406214,0.4570114
1.173885,0.6213226,1.051779,1.212662,2.744105,1.371775,0.8081645,0.0
1.36305,0.7417831,1.123289,1.350567,3.052065,1.460576,0.6563306,0.4602387
1.916019,0.9967537,1.387775,1.677271,4.025923,1.71758,0.7369416,1.0
2.362053,1.727312,2.335447,2.73801,2.497696,1.37574,0.7045549,0.6762678
1.173098,0.4847527,0.7853394,0.9576321,3.767591,1.838984,0.7245256,0.20627
2.007042,0.9105358,1.333384,1.650766,2.624303,1.195821,0.3146928,0.9301561
1.055861,0.887289,1.401819,1.686146,3.714879,1.520508,0.548055,1.0
2.361053,1.317007,1.803589,2.089163,3.969001,1.704314,0.9999993,1.0
2.412546,1.850628,2.815689,3.36219,4.012914,1.712507,0.6926761,1.0
1.668056,1.656118,2.401251,2.910864,3.147343,1.768331,0.8377681,0.4633459
3.754238,1.826212,2.340887,2.808655,3.625729,1.457565,0.6719924,0.655415
1.868542,0.8771582,1.261715,1.581326,6.104617,2.553257,0.6383108,1.0
1.233727,0.7448311,1.130713,1.423777,3.211336,1.56063,0.4521081,0.3272119
1.145821,0.6423969,0.9477959,1.118671,4.89889,2.413614,0.8294548,0.0
1.919807,1.016134,1.422413,1.754778,3.622672,1.582955,0.770261,1.0
1.358088,0.7152328,1.102413,1.35203,5.028723,2.383157,0.6730334,0.01253595
1.443161,0.9429131,1.424555,1.745415,5.639416,2.415837,0.3819153,0.793357
2.091597,1.071472,1.480568,1.862602,5.449185,2.374729,0.6078614,0.9773641
1.424355,1.676067,2.250648,2.639959,2.52889,1.28417,0.6068774,0.7326123
1.505869,1.265465,1.995529,2.49258,2.770825,1.280903,0.2542983,0.5572126
3.186071,1.87965,2.619381,3.071547,4.250785,1.628572,0.2925113,0.9282869
2.016666,1.012915,1.423317,1.73631,3.808057,1.7136,0.8536474,0.9657697
1.112783,0.6937122,1.098404,1.35051,5.970224,2.699947,0.4560846,0.2400378
1.644129,1.682333,2.3983,2.826628,4.075795,1.781299,0.799915,1.0
1.046715,1.92193,2.582361,2.932415,2.832157,1.417536,0.7533563,1.0
1.25961,0.5870543,0.7444448,0.5701256,1.360998,0.7269706,0.2999906,0.0
1.406075,0.6200199,0.9866047,1.22418,5.712673,2.801449,0.4395607,0.0100306
1.15451,0.6551991,1.011,1.25316,4.839643,2.430733,0.5472443,0.0
1.170788,1.015085,1.451857,1.757126,3.464521,1.515236,0.935129,0.5848394
1.99012,1.906387,2.558918,3.032291,3.768246,1.900855,0.889813,1.0
1.766226,0.869503,1.292734,1.607971,4.914718,2.182508,0.3974237,0.9502354
1.760645,1.405386,1.899,2.226995,4.258584,1.786553,0.6827147,1.0
2.183434,1.350843,1.845201,2.15597,4.967057,2.132918,0.8787202,0.9648912
1.156027,1.908815,2.624191,3.144297,4.402296,1.783654,0.7522146,1.0
1.330334,1.931343,2.789959,3.317873,5.329414,1.857605,0.6037453,1.0
1.346474,0.5487633,0.9445705,1.196501,6.81679,3.219008,0.2835824,0.0
1.946213,1.51771,2.099657,2.399939,7.622528,2.879205,0.7447826,1.0
1.049334,1.841316,2.820391,3.387691,3.468749,1.434927,0.7549735,1.0
3.070156,1.497364,2.372511,2.871519,3.456588,1.582974,0.8118579,0.07446157
1.818684,0.896698,1.391518,1.773472,6.607975,2.953934,0.1218207,0.3004103
1.952085,1.02445,1.464031,1.811344,3.065345,1.425336,0.9765354,1.0
1.703461,0.8397141,1.263798,1.5681,3.524813,1.648072,0.3831781,0.9728019
1.178947,1.870481,2.693657,3.26573,3.058524,1.378683,0.7074607,0.8207518
1.293514,1.437973,1.997185,2.349447,5.478052,2.541781,0.7134069,1.0
3.074383,1.687578,2.534277,3.027884,3.700665,1.47956,0.722143,0.9333793
3.193089,1.719946,2.425802,2.850056,2.685858,1.373153,0.5179344,0.9691896
1.208229,0.3233528,0.5924778,0.7375889,7.786098,3.562544,0.7203705,0.0
1.436333,0.7468424,1.146593,1.472085,13.50599,5.82604,0.615039,1.0
2.516296,1.785234,2.445576,2.852142,2.674528,1.206573,0.8510492,0.9489045
1.504139,0.7157469,1.085077,1.357761,11.98125,5.823557,0.5893992,0.6155068
1.113287,0.5396824,0.8082027,1.061582,3.368481,1.469767,0.8369079,1.0
1.110107,0.4064865,0.6886768,0.9092484,5.361539,2.555879,0.4485621,0.0
1.840879,1.048111,1.579046,2.030081,4.817069,2.176876,0.3736106,0.9650303
1.812534,1.059788,1.51329,1.886507,4.967456,2.147485,0.7252996,1.0
1.741201,0.9858952,1.45645,1.810757,4.055243,1.888018,0.3224525,0.2673329
2.099331,1.055573,1.454647,1.836142,3.901236,1.784282,0.912428,1.0
2.055786,1.042202,1.470245,1.817652,3.504746,1.603896,0.5691206,1.0
1.525112,0.8491201,1.288002,1.730284,9.054904,4.136029,0.3305282,0.5430798
1.22769,0.7636318,1.141106,1.421223,5.022128,2.288431,0.7353781,0.4551833
5.434301,1.504377,2.159098,2.541101,4.093147,1.956716,0.7912505,0.7536672
1.567972,0.6146431,0.9131012,1.091467,11.86123,5.939227,0.4612316,0.0
1.875832,1.031601,1.496355,1.876926,3.121716,1.488376,0.3999982,0.6187169
1.498989,0.9551716,1.399282,1.747352,7.568973,3.409486,0.7008193,0.7496135
2.693283,1.28339,1.746878,2.121525,4.363761,1.914887,0.8175846,0.9529282
1.877563,1.081163,1.541348,1.908192,4.603164,2.043239,0.7178956,1.0
1.845076,1.633419,2.182257,2.572262,5.22905,2.273307,0.6876119,1.0
1.983078,1.114109,1.593042,1.937632,3.654958,1.595152,0.9173954,1.0
1.028252,0.4308033,0.7226791,0.8989964,3.896976,1.966909,0.6205645,0.0
2.105988,1.088228,1.565262,1.919287,17.93763,1.654089,0.8438768,1.0
1.039507,0.4247093,0.6602497,0.833374,3.136118,1.56183,0.8224207,0.0
2.135965,1.141224,1.672993,2.172655,5.04519,2.160011,0.3351741,0.6552495
1.854254,1.070032,1.509396,1.800665,2.897281,1.361286,0.4905594,1.0
1.917439,1.318178,1.80757,2.148706,5.04231,2.085634,0.7730131,1.0
2.778816,1.481386,2.002348,2.337172,3.367477,1.518265,0.7927502,1.0
2.366297,1.534597,2.057352,2.450481,6.308978,2.633289,0.7847307,1.0
3.050413,1.665039,2.451889,2.925537,2.808629,1.197913,0.7471659,0.8511388
1.612532,1.80232,2.416492,2.803366,2.834851,1.283936,0.7543616,1.0
1.291357,0.5771885,0.8991528,1.121618,5.436458,2.636783,0.8999853,0.1303011
1.484903,0.5835514,0.821352,1.085266,17.54726,7.83671,0.4560685,0.4635755
1.201881,0.5674267,0.9482498,1.206577,7.390705,3.262745,0.2254243,0.4120938
3.833473,1.530603,2.072832,2.47102,4.975284,2.046777,0.6546845,1.0
2.052399,1.47916,1.989807,2.316364,3.989691,1.95928,0.9109511,0.8738636
2.424597,1.712786,2.342937,2.643288,2.334668,1.179978,0.7923437,1.0
1.066484,0.5331554,0.7808018,1.001902,4.350149,2.066911,0.8442848,0.1231467
1.127937,0.3585548,0.6337891,0.7420959,4.077982,1.96309,0.6662832,0.0
1.695387,0.9491348,1.434549,1.824372,8.415999,3.60041,0.2527135,0.5358385
1.602188,0.8050385,1.195112,1.534557,2.616779,1.257711,0.3999436,0.3282604
1.767954,0.8611298,1.257767,1.609621,7.185685,2.673873,0.8208956,1.0
2.30493,1.76013,2.419979,2.947649,2.957329,1.320652,0.2726009,0.6372392
2.69062,1.642723,2.432512,2.923922,4.628582,1.697195,0.6325136,0.7399194
1.165422,0.43116,0.7095985,0.879179,11.40135,3.958036,0.5999489,0.6235039
1.378891,1.663185,2.358665,2.886543,3.819602,1.603977,0.6168231,0.8196741
1.598156,1.811525,2.409126,2.83206,10.37949,1.330098,0.8400676,1.0
